tgl-laporan,title,link,content,jenis_laporan,tingkat_urgensi
"2 Apr, 12:31",Evakuasi Sarang Tawon,https://www.lapor.go.id/laporan/detil/evakuasi-sarang-tawon-202504021931521743597112635,"evakuasi sarang tawon jl . yos sudarso . v , jl . pramuka selasa , 07 januari 2025 17.34 indonesia barat",Evakuasi/Penyelamatan Hewan,Segera
"2 Apr, 12:25",Penanganan pohon tumbang,https://www.lapor.go.id/laporan/detil/penanganan-pohon-tumbang-202504021925311743596731114,"penanganan pohon tumbang jl . bromo no.10 selasa , 07 januari 2025 16.46 indonesia barat",Penyelamatan Non Hewan & Bantuan Teknis,Normal
"2 Apr, 12:23",Penanganan pohon tumbang,https://www.lapor.go.id/laporan/detil/penanganan-pohon-tumbang-202504021923211743596601497,"penanganan pohon tumbang jl . ngabe sukah no 7 selasa , 07 januari 2025 08.39 indonesia barat",Penyelamatan Non Hewan & Bantuan Teknis,Normal
"2 Apr, 12:20",Penanganan pohon tumbang,https://www.lapor.go.id/laporan/detil/penanganan-pohon-tumbang-202504021920291743596429694,"penanganan pohon tumbang jl . menteng i selasa , 07 januari 2025 07.04 indonesia barat",Penyelamatan Non Hewan & Bantuan Teknis,Normal
"2 Apr, 19:18",Penanganan pohon tumbang,https://www.lapor.go.id/laporan/detil/penanganan-pohon-tumbang-202504021918311743596311388,"penanganan pohon tumbang jl . iskandar no.8 selasa , 07 januari 2025pukul 07.47 indonesia barat",Penyelamatan Non Hewan & Bantuan Teknis,Normal
"2 Apr, 19:14",Penanganan pohon tumbang,https://www.lapor.go.id/laporan/detil/penanganan-pohon-tumbang-202504021914401743596080580,"penanganan pohon tumbang jl . kayu manis no.1 senin , 06 januari 2025 20.58 indonesia barat",Penyelamatan Non Hewan & Bantuan Teknis,Normal
"2 Apr, 19:11",Penanganan pohon tumbang menimpa gardu listrik,https://www.lapor.go.id/laporan/detil/penanganan-pohon-tumbang-menimpa-gardu-listrik-202504021911371743595897593,"penanganan pohon tumbang menimpa gardu listrik jl . rta milono km 6,5 sebelah tampung penyang senin , 06 januari 2025 19.28 indonesia barat",Penyelamatan Non Hewan & Bantuan Teknis,Normal
"2 Apr, 19:09",Penanganan kanopi yang menghalangi jalan,https://www.lapor.go.id/laporan/detil/penanganan-kanopi-yang-menghalangi-jalan-202504021909251743595765039,"penanganan kanopi menghalangi jalan jl . seth adji jl . wortel senin , 06 januari 2025 20.50 indonesia barat",Layanan Lingkungan & Fasilitas Umum,Normal
"2 Apr, 19:07",Evakuasi sarang tawon,https://www.lapor.go.id/laporan/detil/evakuasi-sarang-tawon-202504021907191743595639017,"evakuasi sarang tawon jl . bohong xxi senin , 06 januari 2025 16.37 indonesia barat",Evakuasi/Penyelamatan Hewan,Segera
"2 Apr, 19:03",Penanganan pohon tumbang menimpa kabel listrik,https://www.lapor.go.id/laporan/detil/penanganan-pohon-tumbang-menimpa-kabel-listrik-202504021903351743595415350,"penanganan pohon tumbang menimpa kabel listrik jl . lele ujung senin , 06 januari 2025 10.20 indonesia barat",Penyelamatan Non Hewan & Bantuan Teknis,Normal
"2 Apr, 18:59",Memerlukan ambulan untuk pengantaran orang sakit,https://www.lapor.go.id/laporan/detil/memerlukan-ambulan-untuk-pengantaran-orang-sakit-202504021859531743595193053,"ambulans pengantaran orang sakit jl . bohong xxiv , gang tumbang gagu senin , 06 januari 2025 08.05 indonesia barat",,
"21 Mar, 17:05",Evakuasi mobil terperosok,https://www.lapor.go.id/laporan/detil/evakuasi-mobil-terperosok-202503211705051742551505697,"evakuasi mobil terperosok jl . seth adji minggu , 05 januari 2025pukul 17.45 indonesia barat",Penyelamatan Non Hewan & Bantuan Teknis,Normal
"21 Mar, 17:02",Evakuasi mobil mogok,https://www.lapor.go.id/laporan/detil/evakuasi-mobil-mogok-202503211702411742551361411,"evakuasi mobil mogok jl . seth adjie persimpangan christopel mihing minggu , 05 januari 2025 15.50 indonesia barat",Penyelamatan Non Hewan & Bantuan Teknis,Normal
"21 Mar, 17:00",Evakuasi Cincin,https://www.lapor.go.id/laporan/detil/evakuasi-cincin-202503211700121742551212635,"evakuasi cincin jl . diponegoro dinas pemadam kebakaran penyelamatan kota palangka raya minggu , 05 januari 2025pukul 15.45 indonesia barat",Penyelamatan Non Hewan & Bantuan Teknis,Normal
"21 Mar, 16:57",Penanganan pohon mengenai kabel,https://www.lapor.go.id/laporan/detil/penanganan-pohon-mengenai-kabel-202503211657501742551070538,"penanganan pohon kabel jl . rangas no.71 minggu , 05 januari 2025 10.29 indonesia barat",,
"21 Mar, 16:55",Evakuasi sarang tawon,https://www.lapor.go.id/laporan/detil/evakuasi-sarang-tawon-202503211655471742550947887,"evakuasi sarang tawon jalan bohong sabtu , 04 januari 2025pukul 23.02 indonesia barat",Evakuasi/Penyelamatan Hewan,Segera
"21 Mar, 16:52",Penanganan pohon miring rawan tumbang,https://www.lapor.go.id/laporan/detil/penanganan-pohon-miring-rawan-tumbang-202503211652181742550738604,"penanganan pohon miring rawan tumbang jl . lambung mangkurat jumat , 03 januari 2025 10.48 indonesia barat",,
"21 Mar, 16:49",Evakuasi sarang tawon,https://www.lapor.go.id/laporan/detil/evakuasi-sarang-tawon-202503211649061742550546503,"evakuasi sarang tawon jl . hiu putih sabtu , 04 januari 2025pukul 17.18 indonesia barat",Evakuasi/Penyelamatan Hewan,Segera
"21 Mar, 16:47",Evakuasi mobil amblas,https://www.lapor.go.id/laporan/detil/evakuasi-mobil-amblas-202503211647101742550430019,"evakuasi mobil amblas jl . manyar . x. km . 8. cilik riwut sabtu , 04 januari 2025 11.27 indonesia barat",Penyelamatan Non Hewan & Bantuan Teknis,Normal
"21 Mar, 16:42",Evakuasi sarang tawon,https://www.lapor.go.id/laporan/detil/evakuasi-sarang-tawon-202503211642221742550142700,evakuasi sarang tawon jl . g. bohong 20 gg . lampang rumah ujung barak jl . g. bohong 20 gg . lampang rumah ujung barak,Evakuasi/Penyelamatan Hewan,Segera
"21 Mar, 16:37",Evakuasi sarang tawon pada tandon air,https://www.lapor.go.id/laporan/detil/evakuasi-sarang-tawon-pada-tandon-air-202503211637081742549828072,"evakuasi sarang tawon tandon air jl . yogyakarta , blok a6 jumat , 03 januari 2025 19.22 indonesia barat",Evakuasi/Penyelamatan Hewan,Segera
"21 Mar, 16:34",Evakuasi mobil amblas,https://www.lapor.go.id/laporan/detil/evakuasi-mobil-amblas-202503211634341742549674210,"evakuasi mobil amblas jl . g.obos xxiv jumat , 03 januari 2025pukul 18.32 indonesia barat",Penyelamatan Non Hewan & Bantuan Teknis,Normal
"21 Mar, 15:52",Evakuasi ular kobra masuk dapur,https://www.lapor.go.id/laporan/detil/evakuasi-ular-kobra-masuk-dapur-202503211552131742547133517,"evakuasi ular kobra masuk dapur jl . poncowati agung jumat , 03 januari 2025 12.47 indonesia barat",Evakuasi/Penyelamatan Hewan,Segera
"21 Mar, 15:49",Evakuasi cincin,https://www.lapor.go.id/laporan/detil/evakuasi-cincin-202503211549441742546984991,"evakuasi cincin jl . dulin kandang jumat , 03 januari 2025pukul 08.47 indonesia barat",Penyelamatan Non Hewan & Bantuan Teknis,Normal
"21 Mar, 8:38",Evakuasi monyet liar,https://www.lapor.go.id/laporan/detil/evakuasi-monyet-liar-202503211538271742546307483,"evakuasi monyet liar jl . bukit raya no 99 kamis , 02 januari 2025 08.32 indonesia barat",Evakuasi/Penyelamatan Hewan,Segera
"18 Mar, 6:36",Evakuasi Cincin,https://www.lapor.go.id/laporan/detil/evakuasi-cincin-202503181336361742279796460,"evakuasi cincin kamis , 02 januari 2025pukul 22.00 wibjl . diponegoro dinas pemadam kebakaran penyelamatan kota palangka raya",Penyelamatan Non Hewan & Bantuan Teknis,Normal
"18 Mar, 6:02",Evakuasi pohon tumbang,https://www.lapor.go.id/laporan/detil/evakuasi-pohon-tumbang-202503181302431742277763422,"evakuasi pohon tumbangkamis , 02 januari 2025pukul 18.27 wibjl . mutiara v gg . terapu no.06",Penyelamatan Non Hewan & Bantuan Teknis,Normal
"18 Mar, 5:58",Penanganan pohon rawan tumbang,https://www.lapor.go.id/laporan/detil/penanganan-pohon-rawan-tumbang-202503181258501742277530241,"penanganan pohon rawan tumbangkamis , 02 januari 2025pukul 13.50 wibjl . bukit keminting viii wisma putri",,
"18 Mar, 5:45",Evakuasi sarang tawon,https://www.lapor.go.id/laporan/detil/evakuasi-sarang-tawon-202503181245111742276711883,"evakuasi sarang tawon kamis , 02 januari 2025pukul 11.17 wibjl . antang 1 no.38",Evakuasi/Penyelamatan Hewan,Segera
"18 Mar, 5:39",Penanganan pohon,https://www.lapor.go.id/laporan/detil/penanganan-pohon-202503181239511742276391714,"penanganan pohon kamis , 02 januari 2025pukul 08.38 wibjl . turi",,
"18 Mar, 5:34",Penanganan pohon rawan tumbang,https://www.lapor.go.id/laporan/detil/penanganan-pohon-rawan-tumbang-202503181234381742276078770,"penanganan pohon rawan tumbangkamis , 02 januari 2025pukul 08.29 wibjl . sesep madu ih kuburan muslimin pal 2",,
"18 Mar, 5:20",Evakuasi ular,https://www.lapor.go.id/laporan/detil/evakuasi-ular-202503181220231742275223545,"evakuasi ularkamis , 02 januari 2025 05.04 wibjl . samratulangi , no 47",Evakuasi/Penyelamatan Hewan,Segera
"18 Mar, 5:16",Evakuasi ular,https://www.lapor.go.id/laporan/detil/evakuasi-ular-202503181216411742275001017,"evakuasi ularrabu , 01 januari 2025 23.46 wibjl . putri junjung buih",Evakuasi/Penyelamatan Hewan,Segera
"18 Mar, 5:14",Evakuasi anjing,https://www.lapor.go.id/laporan/detil/evakuasi-anjing-202503181214191742274859882,"evakuasi anjing rabu , 01 januari 2025 21.05 wibjl . kapuas",Evakuasi/Penyelamatan Hewan,Segera
"18 Mar, 5:11",Memerlukan ambulan untuk pengantaran orang sakit,https://www.lapor.go.id/laporan/detil/memerlukan-ambulan-untuk-pengantaran-orang-sakit-202503181211251742274685456,"ambulans pengantaran orang sakitrabu , 01 januari 2025 18.44 wibjl . bakti i",,
"18 Mar, 5:07",Evakuasi ular,https://www.lapor.go.id/laporan/detil/evakuasi-ular-202503181207521742274472212,"evakuasi ularrabu , 01 januari 2025 18.44 wibjl . bukit raya xvii a",Evakuasi/Penyelamatan Hewan,Segera
"18 Mar, 5:04",Evakuasi mobil terperosok,https://www.lapor.go.id/laporan/detil/evakuasi-mobil-terperosok-202503181204461742274286878,"evakuasi mobil terperosokrabu , 01 januari 2025 16.24 wibjl . bukit indah",Penyelamatan Non Hewan & Bantuan Teknis,Normal
"18 Mar, 5:00",Evakuasi sarang tawon,https://www.lapor.go.id/laporan/detil/evakuasi-sarang-tawon-202503181200441742274044558,"evakuasi sarang tawon rabu , 01 januari 2025 16.04 wibjl . tjilik riwut sebelah gereja sion samping kimia farma",Evakuasi/Penyelamatan Hewan,Segera
"18 Mar, 4:56",Evakuasi ular,https://www.lapor.go.id/laporan/detil/evakuasi-ular-202503181156341742273794830,"evakuasi ularrabu , 01 januari 2025 15.54 wibjl . diponegoro",Evakuasi/Penyelamatan Hewan,Segera
"18 Mar, 4:53",Evakuasi mobil terperosok,https://www.lapor.go.id/laporan/detil/evakuasi-mobil-terperosok-202503181153031742273583947,"evakuasi mobil terperosokrabu , 01 januari 2025pukul 11.58 indonesia barat jl . kecipir",Penyelamatan Non Hewan & Bantuan Teknis,Normal
"18 Mar, 4:46",Evakuasi sarang tawon,https://www.lapor.go.id/laporan/detil/evakuasi-sarang-tawon-202503181146511742273211906,"evakuasi sarang tawon rabu , 01 januari 2025pukul 10.40 indonesia barat jl . ratu zaleha no.6",Evakuasi/Penyelamatan Hewan,Segera
"11 Mar, 6:10",Penanganan pohon rawan tumbang,https://www.lapor.go.id/laporan/detil/penanganan-pohon-rawan-tumbang-202503111310251741673425342,"penanganan pohon rawan tumbang jl . k. h. achmad dahlan selasa , 14 januari 2025pukul 08.53 indonesia barat",,
"11 Mar, 6:04",Penanganan pohon rawan tumbang,https://www.lapor.go.id/laporan/detil/penanganan-pohon-rawan-tumbang-202503111304031741673043926,"penanganan pohon rawan tumbang jl . sinar kahayan lingkar senin , 13 januari 2025pukul 15.00 indonesia barat",,
"3 Feb, 6:35",Evakuasi monyet liar,https://www.lapor.go.id/laporan/detil/evakuasi-monyet-liar-202502031335231738564523710,"evakuasi monyet liar jl . bukit raya no 99 kamis , 02 januari 2025pukul 08.32 indonesia barat",Evakuasi/Penyelamatan Hewan,Segera
"3 Feb, 6:34",Evakuasi Cincin,https://www.lapor.go.id/laporan/detil/evakuasi-cincin-202502031334081738564448792,"evakuasi cincin jl . diponegoro dinas pemadam kebakaran penyelamatan kota palangka raya kamis , 02 januari 2025pukul 22.00 indonesia barat",Penyelamatan Non Hewan & Bantuan Teknis,Normal
"3 Feb, 6:32",Evakuasi pohon tumbang,https://www.lapor.go.id/laporan/detil/evakuasi-pohon-tumbang-202502031332311738564351439,"evakuasi pohon tumbang jl . mutiara v gg . terapu no.06 kamis , 02 januari 2025pukul 18.27 indonesia barat",Penyelamatan Non Hewan & Bantuan Teknis,Normal
"3 Feb, 6:30",Penanganan pohon rawan tumbang,https://www.lapor.go.id/laporan/detil/penanganan-pohon-rawan-tumbang-202502031330261738564226441,"penanganan pohon rawan tumbang jl . bukit keminting viii wisma putri kamis , 02 januari 2025pukul 13.50 indonesia barat",,
"3 Feb, 6:28",Evakuasi sarang tawon,https://www.lapor.go.id/laporan/detil/evakuasi-sarang-tawon-202502031328531738564133680,"evakuasi sarang tawon jl . antang 1 no.38 kamis , 02 januari 2025pukul 11.17 indonesia barat",Evakuasi/Penyelamatan Hewan,Segera
"3 Feb, 6:26",Penanganan pohon,https://www.lapor.go.id/laporan/detil/penanganan-pohon-202502031326531738564013508,"penanganan pohon jl . turi kamis , 02 januari 2025pukul 08.38 indonesia barat",,
"3 Feb, 6:24",Penanganan pohon rawan tumbang,https://www.lapor.go.id/laporan/detil/penanganan-pohon-rawan-tumbang-202502031324461738563886394,"penanganan pohon rawan tumbang jl . sesep madu ih kuburan muslimin pal 2 jkamis , 02 januari 2025pukul 08.29 weeaboo",,
"3 Feb, 6:18",Evakuasi sarang tawon,https://www.lapor.go.id/laporan/detil/evakuasi-sarang-tawon-202502031318541738563534601,"evakuasi sarang tawon jalan bohong sabtu , 04 januari 2025pukul 23.02 indonesia barat",Evakuasi/Penyelamatan Hewan,Segera
"3 Feb, 6:17",Penanganan orang terlantar,https://www.lapor.go.id/laporan/detil/penanganan-orang-terlantar-202502031317251738563445773,"penanganan orang terlantar jl . brigjen katamso kamis , 02 januari 2025pukul 10.06 indonesia barat",,
"3 Feb, 6:15",Penanganan pohon nangka terkena kabel,https://www.lapor.go.id/laporan/detil/penanganan-pohon-nangka-terkena-kabel-202502031315521738563352052,"penanganan pohon nangka terkena kabel jl . manunggal iv mimggu , 22 desember 2024pukul 09.40 indonesia barat",,
"3 Feb, 6:14",Penanganan pohon miring rawan tumbang,https://www.lapor.go.id/laporan/detil/penanganan-pohon-miring-rawan-tumbang-202502031314211738563261583,"penanganan pohon miring rawan tumbang jl . lambung mangkurat jumat , 03 januari 2025pukul 10.48 indonesia barat",,
"3 Feb, 6:10",Evakuasi sarang tawon,https://www.lapor.go.id/laporan/detil/evakuasi-sarang-tawon-202502031310351738563035754,"evakuasi sarang tawon jl . hiu putih sabtu , 04 januari 2025pukul 17.18 indonesia barat",Evakuasi/Penyelamatan Hewan,Segera
"3 Feb, 6:08",Evakuasi mobil amblas,https://www.lapor.go.id/laporan/detil/evakuasi-mobil-amblas-202502031308421738562922714,"evakuasi mobil amblas jl . manyar . x. km . 8. cilik riwut sabtu , 04 januari 2025pukul 11.27 indonesia barat",Penyelamatan Non Hewan & Bantuan Teknis,Normal
"3 Feb, 6:06",Evakuasi sarang tawon,https://www.lapor.go.id/laporan/detil/evakuasi-sarang-tawon-202502031306531738562813462,"evakuasi sarang tawon jl . g. bohong 20 gg . lampang rumah ujung barak sabtu , 04 januari 2025pukul 09.12 indonesia barat",Evakuasi/Penyelamatan Hewan,Segera
"3 Feb, 4:21",Evakuasi ular,https://www.lapor.go.id/laporan/detil/evakuasi-ular-202502031121511738556511236,"evakuasi ular jl . samratulangi , no 47 rabu , 01 januari 2025pukul 05.04 indonesia barat",Evakuasi/Penyelamatan Hewan,Segera
"3 Feb, 4:20",Evakuasi ular,https://www.lapor.go.id/laporan/detil/evakuasi-ular-202502031120181738556418176,"evakuasi ular jl . putri junjung buih rabu , 01 januari 2025pukul 23.46 indonesia barat",Evakuasi/Penyelamatan Hewan,Segera
"3 Feb, 4:18",Evakuasi anjing,https://www.lapor.go.id/laporan/detil/evakuasi-anjing-202502031118511738556331765,"evakuasi anjing jl . kapuas jl . kapuas rabu , 01 januari 2025pukul 21.05 indonesia barat",Evakuasi/Penyelamatan Hewan,Segera
"3 Feb, 4:17",Memerlukan ambulan untuk pengantaran orang sakit,https://www.lapor.go.id/laporan/detil/memerlukan-ambulan-untuk-pengantaran-orang-sakit-202502031117181738556238411,"ambulans pengantaran orang sakit jl . bakti i rabu , 01 januari 2025pukul 18.44 indonesia barat",,
"3 Feb, 4:15",Evakuasi ular,https://www.lapor.go.id/laporan/detil/evakuasi-ular-202502031115501738556150926,"evakuasi ular jl . bukit raya xvii a rabu , 01 januari 2025pukul 18.44 indonesia barat",Evakuasi/Penyelamatan Hewan,Segera
"3 Feb, 4:14",Evakuasi mobil terperosok,https://www.lapor.go.id/laporan/detil/evakuasi-mobil-terperosok-202502031114001738556040766,"evakuasi mobil terperosok jl . bukit indah rabu , 01 januari 2025pukul 16.24 indonesia barat",Penyelamatan Non Hewan & Bantuan Teknis,Normal
"3 Feb, 4:12",Evakuasi sarang tawon,https://www.lapor.go.id/laporan/detil/evakuasi-sarang-tawon-202502031112331738555953727,"evakuasi sarang tawon jl . tjilik riwut sebelah gereja sion samping kimia farma rabu , 01 januari 2025pukul 16.04 indonesia barat",Evakuasi/Penyelamatan Hewan,Segera
"3 Feb, 4:10",Evakuasi ular,https://www.lapor.go.id/laporan/detil/evakuasi-ular-202502031110531738555853055,"evakuasi ular jl . diponegoro rabu , 01 januari 2025pukul 15.54 indonesia barat",Evakuasi/Penyelamatan Hewan,Segera
"3 Feb, 4:09",Evakuasi mobil terperosok,https://www.lapor.go.id/laporan/detil/evakuasi-mobil-terperosok-202502031109131738555753952,"evakuasi mobil terperosok jl . rabu , 01 januari 2025pukul 11.58 indonesia barat",Penyelamatan Non Hewan & Bantuan Teknis,Normal
"3 Feb, 4:07",Evakuasi sarang tawon,https://www.lapor.go.id/laporan/detil/evakuasi-sarang-tawon-202502031107321738555652597,"evakuasi sarang tawonjl . ratu zaleha no.6 rabu , 01 januari 2025pukul 10.40 indonesia barat",Evakuasi/Penyelamatan Hewan,Segera
"3 Feb, 4:03",Penanganan pohon nangka terkena kabel,https://www.lapor.go.id/laporan/detil/penanganan-pohon-nangka-terkena-kabel-202502031103511738555431439,"penanganan pohon nangka terkena kabel jl . manunggal iv mimggu , 22 desember 2024pukul 09.40 indonesia barat",,
"3 Feb, 4:02",Penanganan pohon,https://www.lapor.go.id/laporan/detil/penanganan-pohon-202502031102181738555338434,"penanganan pohon pejl . pelatuk ii , tjilik riwut km.2,5anganan pohon senin , 30 desember 2024pukul 09.22 indonesia barat",,
"3 Feb, 3:59",Memerlukan Ambulance untuk Pengantaran Pasien,https://www.lapor.go.id/laporan/detil/memerlukan-ambulance-untuk-pengantaran-pasien-202502031059421738555182113,"ambulance pengantaran pasien jl . jalak vi no 064 selasa , 31 desember 2024pukul 07.27 indonesia barat",,
"3 Feb, 3:57",Evakuasi Sarang Tawon,https://www.lapor.go.id/laporan/detil/evakuasi-sarang-tawon-202502031057541738555074067,"evakuasi sarang tawon jl . garuda v gang 4 no.22 senin , 30 desember 2024pukul 09.54 indonesia barat",Evakuasi/Penyelamatan Hewan,Segera
"3 Feb, 3:55",Penanganan pohon nangka terkena kabel,https://www.lapor.go.id/laporan/detil/penanganan-pohon-nangka-terkena-kabel-202502031055561738554956620,"penanganan pohon nangka terkena kabel jl . bakti 1 senin , 30 desember 2024pukul 09.22 indonesia barat",,
"3 Feb, 3:54",Evakuasi Cincin,https://www.lapor.go.id/laporan/detil/evakuasi-cincin-202502031054061738554846732,evakuasi cincin jl . diponegoro dinas pemadam kebakaran penyelematan kota palangka raya,Penyelamatan Non Hewan & Bantuan Teknis,Normal
"3 Feb, 3:51",Penanganan pohon nangka terkena kabel,https://www.lapor.go.id/laporan/detil/penanganan-pohon-nangka-terkena-kabel-202502031051451738554705161,penanganan pohon terkena kabel jl . manunggal iv,,
"3 Feb, 3:50",Evakuasi anjing liar memasuki toko warga,https://www.lapor.go.id/laporan/detil/evakuasi-anjing-liar-memasuki-toko-warga-202502031050241738554624660,evakuasi anjing liar memasuki toko warga evakuasi anjing liar memasuki toko warga,Evakuasi/Penyelamatan Hewan,Segera
"3 Feb, 3:48",Evakuasi sarang tawon vespa,https://www.lapor.go.id/laporan/detil/evakuasi-sarang-tawon-vespa-202502031048091738554489323,"evakuasi sarang tawon vespa jalan strawberry 1b , blok 3",Evakuasi/Penyelamatan Hewan,Segera
"3 Feb, 3:45",: Evakuasi mobil amblas,https://www.lapor.go.id/laporan/detil/-evakuasi-mobil-amblas-202502031045241738554324808,evakuasi mobil amblas jalan insinyur soekarno,Penyelamatan Non Hewan & Bantuan Teknis,Normal
"3 Feb, 3:34",Penanganan kebakaran,https://www.lapor.go.id/laporan/detil/penanganan-kebakaran-202502031034061738553646828,"penanganan kebakaran , jl . ranying suring",Kebakaran,Immediat
"3 Feb, 3:32",Memerlukan ambulan untuk pengantaran orang sakit,https://www.lapor.go.id/laporan/detil/memerlukan-ambulan-untuk-pengantaran-orang-sakit-202502031032071738553527317,ambulans pengantaran orang sakit jalan bakti i,,
"3 Feb, 3:30",Penanganan pohon yang menutupi lampu penerangan jalan,https://www.lapor.go.id/laporan/detil/penanganan-pohon-yang-menutupi-lampu-penerangan-jalan-202502031030081738553408267,penanganan pohon menutupi lampu penerangan jl . temanggung tandang,Layanan Lingkungan & Fasilitas Umum,Normal
"3 Feb, 3:26",Penanganan pohon kelapa yang miring kearah rumah warga,https://www.lapor.go.id/laporan/detil/penanganan-pohon-kelapa-yang-miring-kearah-rumah-warga-202502031026281738553188713,"penanganan pohon kelapa miring arah rumah warga jl . pelatuk ii , tjilik riwut km.2,5",,
"3 Jan, 7:02",Evakuasi sarang tawon,https://www.lapor.go.id/laporan/detil/evakuasi-sarang-tawon-202501031402581735887778353,"evakuasi sarang tawon jl . bandeng no 02 jumat , 29 november 2024",Evakuasi/Penyelamatan Hewan,Segera
"3 Jan, 7:00",Evakuasi pipa PDAM bocor,https://www.lapor.go.id/laporan/detil/evakuasi-pipa-pdam-bocor-202501031400181735887618463,"evakuasi pipa pdam bocor jl . tjilik riwut beringin 2 senin , 23 desember 2024",,
"3 Jan, 6:46",Penanganan Orang Dengan Gangguan Jiwa (ODGJ),https://www.lapor.go.id/laporan/detil/penanganan-orang-dengan-gangguan-jiwa-odgj--202501031346111735886771292,"penanganan orang gangguan jiwa odgj jl . harum manis senin , 30 desember 2024",,
"3 Jan, 6:44",Penanganan kebakaran,https://www.lapor.go.id/laporan/detil/penanganan-kebakaran-202501031344181735886658278,"penanganan kebakaran jl . tampung penyang i minggu , 29 desember 2024",Kebakaran,Immediat
"3 Jan, 6:41",Evakuasi sarang tawon,https://www.lapor.go.id/laporan/detil/evakuasi-sarang-tawon-202501031341341735886494884,"evakuasi sarang tawon jl . simpang mentaya no 21 sabtu , 14 desember 2024",Evakuasi/Penyelamatan Hewan,Segera
"3 Jan, 6:38",Evakuasi sarang tawon,https://www.lapor.go.id/laporan/detil/evakuasi-sarang-tawon-202501031338331735886313128,"evakuasi sarang tawon jl . kariraman sabtu , 28 desember 2024",Evakuasi/Penyelamatan Hewan,Segera
"3 Jan, 6:37",Evakuasi sarang tawon,https://www.lapor.go.id/laporan/detil/evakuasi-sarang-tawon-202501031337061735886226046,"evakuasi sarang tawon jl . bohong viii minggu , 29 desember 2024",Evakuasi/Penyelamatan Hewan,Segera
"3 Jan, 6:35",Evakuasi sarang tawon,https://www.lapor.go.id/laporan/detil/evakuasi-sarang-tawon-202501031335141735886114041,"evakuasi sarang tawon jl . riau . gang sayur minggu , 29 desember 2024",Evakuasi/Penyelamatan Hewan,Segera
"3 Jan, 6:33",Penanganan kebakaran,https://www.lapor.go.id/laporan/detil/penanganan-kebakaran-202501031333151735885995165,"penanganan kebakaran jl . banteng xxii sabtu , 28 desember 2024",Kebakaran,Immediat
"3 Jan, 6:31",Evakuasi sarang tawon,https://www.lapor.go.id/laporan/detil/evakuasi-sarang-tawon-202501031331311735885891804,"evakuasi sarang tawon jl . pinguin i sabtu , 28 desember 2024",Evakuasi/Penyelamatan Hewan,Segera
"3 Jan, 6:29",Penanganan pohon pinang miring mengenai kabel listrik,https://www.lapor.go.id/laporan/detil/penanganan-pohon-pinang-miring-mengenai-kabel-listrik-202501031329121735885752868,"penanganan pohon pinang miring kabel listrik jl . patma raga sabtu , 28 desember 2024",,
"3 Jan, 6:23",Evakuasi mobil amblas dalam kubangan air,https://www.lapor.go.id/laporan/detil/evakuasi-mobil-amblas-dalam-kubangan-air-202501031323391735885419637,"evakuasi mobil amblas kubangan air jl . badak xxii sabtu , 28 desember 2024",Penyelamatan Non Hewan & Bantuan Teknis,Normal
"3 Jan, 6:21",Penanganan kabel menjuntai,https://www.lapor.go.id/laporan/detil/penanganan-kabel-menjuntai-202501031321201735885280546,"penanganan kabel menjuntai jl . dahlia kompleks pcpr sabtu , 28 desember 2024",,
"1 Feb 2018, 2:11",Penerimaan PHL Damkar,https://www.lapor.go.id/laporan/detil/penerimaan-phl-damkar,"yth . pemerintah provinsi daerah khusus ibukota jakarta , terkait penyelenggaraan seleksi phl suku dinas penanggulangan kebakaran penyelamatan , kota administrasi jakarta selatan selesai dilaksanakan . mohon berkenan penjelasannya 1. tes fisik seleksi phl memiliki batasan minimum peserta ? 2. batasan minimum terkait pencapaian tes fisik peserta seleksi , mohon banyaknya minimal tes fisik lari push up . 3. peserta mencapai salah batasan minimal tes fisik berpengaruh hasil seleksi ? 4. peserta memenuhi nilai minimal banyaknya lari push up lolos tes fisik ? 5. standar batasan minimal menentukan lolos peserta tes fisik mohon alasannya standar minimal . mohon berkenan responnya , bahan pembanding pelaksanaan kegiatan lapangan . terima kasih",,
"22 Apr 2017, 3:53",Hidrant Rusak di Jl. Melawai Raya,https://www.lapor.go.id/laporan/detil/hidrant-rusak-di-jl-melawai-raya,"yth . pemerintah provinsi daerah khusus ibukota jakarta . hidrant kantor pt sriwijaya air , jalan melawai raya no 193 rusak kecelakaan bocor . terima kasih .",,
"7 Nov 2013, 4:55",Permintaan Bantuan Untuk Korban Kebakaran di Matraman,https://www.lapor.go.id/laporan/detil/permintaan-bantuan-untuk-korban-kebakaran-di-matraman-1123906,"terhormat pemerintah provinsi daerah khusus ibukota jakarta rabu 23 30 kebakaran hebat jalan selamet riyadi 4 , kelurahan kebun manggis kecamatan matraman , tolong bantuannya korban kebakaran daerah . terima kasih .",Kebakaran,Immediat
"28 Okt 2013, 06:16",Hydrant Di Jalan Susilo Rusak.,https://www.lapor.go.id/laporan/detil/hydrant-di-jalan-susilo-rusak-1113505,"yth . pemerintah provinsi daerah khusus ibukota jakarta diharapkan perhatian tindaklanjutnya kondisi hydrant jl . susilo , jakarta barat . tepatnya tikungan jl . makaliwe mengalami kerusakan . terima kasih",Layanan Lingkungan & Fasilitas Umum,Normal
