tgl-laporan,title,link,content,jenis_laporan,tingkat_urgensi,tingkat_bahaya
"21 Mar, 16:42",Evakuasi sarang tawon,https://www.lapor.go.id/laporan/detil/evakuasi-sarang-tawon-202503211642221742550142700,Evakuasi sarang tawon Jl. G. Obos 20 GG. Lampang Rumah ujung dekat barak Jl. G. Obos 20 GG. Lampang Rumah ujung dekat barak,Evakuasi/Penyelamatan Hewan,Segera,Bahaya Rendah
"21 Mar, 16:37",Evakuasi sarang tawon pada tandon air,https://www.lapor.go.id/laporan/detil/evakuasi-sarang-tawon-pada-tandon-air-202503211637081742549828072,"Evakuasi sarang tawon pada tandon air Jl. Yogyakarta, Blok A6 Jumat, 03 Januari 2025 Pukul : 19.22 WIB",Evakuasi/Penyelamatan Hewan,Segera,Bahaya Rendah
"21 Mar, 16:34",Evakuasi mobil amblas,https://www.lapor.go.id/laporan/detil/evakuasi-mobil-amblas-202503211634341742549674210,"Evakuasi mobil amblas Jl. G.Obos XXIV Jumat, 03 Januari 2025Pukul : 18.32 WIB",Penyelamatan Non Hewan & Bantuan Teknis,Normal,Bahaya Rendah
"21 Mar, 15:52",Evakuasi ular kobra masuk dapur,https://www.lapor.go.id/laporan/detil/evakuasi-ular-kobra-masuk-dapur-202503211552131742547133517,"Evakuasi ular kobra masuk dapur Jl. Poncowati Agung Jumat, 03 Januari 2025 Pukul : 12.47 WIB",Evakuasi/Penyelamatan Hewan,Segera,Bahaya Rendah
"21 Mar, 15:49",Evakuasi cincin,https://www.lapor.go.id/laporan/detil/evakuasi-cincin-202503211549441742546984991,"Evakuasi cincin Jl. Dulin Kandang Jumat, 03 Januari 2025Pukul : 08.47 WIB",Penyelamatan Non Hewan & Bantuan Teknis,Normal,Bahaya Rendah
"21 Mar, 8:38",Evakuasi monyet liar,https://www.lapor.go.id/laporan/detil/evakuasi-monyet-liar-202503211538271742546307483,"Evakuasi monyet liar Jl. Bukit Raya No 99 Kamis, 02 Januari 2025 Pukul : 08.32 WIB",Evakuasi/Penyelamatan Hewan,Segera,Bahaya Rendah
"18 Mar, 6:36",Evakuasi Cincin,https://www.lapor.go.id/laporan/detil/evakuasi-cincin-202503181336361742279796460,"Evakuasi Cincin Kamis, 02 Januari 2025Pukul : 22.00 WIBJl. Diponegoro (Dinas Pemadam Kebakaran dan Penyelamatan Kota Palangka Raya)",Penyelamatan Non Hewan & Bantuan Teknis,Normal,Bahaya Rendah
"18 Mar, 6:02",Evakuasi pohon tumbang,https://www.lapor.go.id/laporan/detil/evakuasi-pohon-tumbang-202503181302431742277763422,"Evakuasi pohon tumbangKamis, 02 Januari 2025Pukul : 18.27 WIBJl. Mutiara V gg. Terapu No.06",Penyelamatan Non Hewan & Bantuan Teknis,Normal,Bahaya Rendah
"18 Mar, 5:58",Penanganan pohon rawan tumbang,https://www.lapor.go.id/laporan/detil/penanganan-pohon-rawan-tumbang-202503181258501742277530241,"Penanganan pohon rawan tumbangKamis, 02 Januari 2025Pukul : 13.50 WIBJl. Bukit Keminting VIII (wisma putri)",,,
"18 Mar, 5:45",Evakuasi sarang tawon,https://www.lapor.go.id/laporan/detil/evakuasi-sarang-tawon-202503181245111742276711883,"Evakuasi sarang tawon Kamis, 02 Januari 2025Pukul : 11.17 WIBJl. Antang 1 no.38",Evakuasi/Penyelamatan Hewan,Segera,Bahaya Rendah
"18 Mar, 5:39",Penanganan pohon,https://www.lapor.go.id/laporan/detil/penanganan-pohon-202503181239511742276391714,"Penanganan pohon Kamis, 02 Januari 2025Pukul : 08.38 WIBJl. Turi",,,
"18 Mar, 5:34",Penanganan pohon rawan tumbang,https://www.lapor.go.id/laporan/detil/penanganan-pohon-rawan-tumbang-202503181234381742276078770,"Penanganan pohon rawan tumbangKamis, 02 Januari 2025Pukul : 08.29 WIBJl. Sesep Madu II (belakang kuburan muslimin pal 2)",,,
"18 Mar, 5:20",Evakuasi ular,https://www.lapor.go.id/laporan/detil/evakuasi-ular-202503181220231742275223545,"Evakuasi ularKamis, 02 Januari 2025 Pukul : 05.04 WIBJl. Samratulangi, No 47",Evakuasi/Penyelamatan Hewan,Segera,Bahaya Rendah
"18 Mar, 5:16",Evakuasi ular,https://www.lapor.go.id/laporan/detil/evakuasi-ular-202503181216411742275001017,"Evakuasi ularRabu, 01 Januari 2025 Pukul : 23.46 WIBJl. Putri Junjung Buih",Evakuasi/Penyelamatan Hewan,Segera,Bahaya Rendah
"18 Mar, 5:14",Evakuasi anjing,https://www.lapor.go.id/laporan/detil/evakuasi-anjing-202503181214191742274859882,"Evakuasi anjing Rabu, 01 Januari 2025 Pukul : 21.05 WIBJl. Kapuas",Evakuasi/Penyelamatan Hewan,Segera,Bahaya Rendah
"18 Mar, 5:11",Memerlukan ambulan untuk pengantaran orang sakit,https://www.lapor.go.id/laporan/detil/memerlukan-ambulan-untuk-pengantaran-orang-sakit-202503181211251742274685456,"Memerlukan ambulan untuk pengantaran orang sakitRabu, 01 Januari 2025 Pukul : 18.44 WIBJl. Bakti I",,,
"18 Mar, 5:07",Evakuasi ular,https://www.lapor.go.id/laporan/detil/evakuasi-ular-202503181207521742274472212,"Evakuasi ularRabu, 01 Januari 2025 Pukul : 18.44 WIBJl. Bukit Raya XVII A",Evakuasi/Penyelamatan Hewan,Segera,Bahaya Rendah
"18 Mar, 5:04",Evakuasi mobil terperosok,https://www.lapor.go.id/laporan/detil/evakuasi-mobil-terperosok-202503181204461742274286878,"Evakuasi mobil terperosokRabu, 01 Januari 2025 Pukul : 16.24  WIBJl. Bukit Indah",Penyelamatan Non Hewan & Bantuan Teknis,Normal,Bahaya Rendah
"18 Mar, 5:00",Evakuasi sarang tawon,https://www.lapor.go.id/laporan/detil/evakuasi-sarang-tawon-202503181200441742274044558,"Evakuasi sarang tawon Rabu, 01 Januari 2025 Pukul : 16.04 WIBJl. Tjilik Riwut sebelah Gereja Sion di samping kimia farma",Evakuasi/Penyelamatan Hewan,Segera,Bahaya Rendah
"18 Mar, 4:56",Evakuasi ular,https://www.lapor.go.id/laporan/detil/evakuasi-ular-202503181156341742273794830,"Evakuasi ularRabu, 01 Januari 2025 Pukul : 15.54 WIBJl. Diponegoro",Evakuasi/Penyelamatan Hewan,Segera,Bahaya Rendah
"18 Mar, 4:53",Evakuasi mobil terperosok,https://www.lapor.go.id/laporan/detil/evakuasi-mobil-terperosok-202503181153031742273583947,"Evakuasi mobil terperosokRabu, 01 Januari 2025Pukul : 11.58 WIB Jl. Kecipir",Penyelamatan Non Hewan & Bantuan Teknis,Normal,Bahaya Rendah
"18 Mar, 4:46",Evakuasi sarang tawon,https://www.lapor.go.id/laporan/detil/evakuasi-sarang-tawon-202503181146511742273211906,"Evakuasi sarang tawon Rabu, 01 Januari 2025Pukul : 10.40 WIB : Jl. Ratu Zaleha No.6",Evakuasi/Penyelamatan Hewan,Segera,Bahaya Rendah
"11 Mar, 6:10",Penanganan pohon rawan tumbang,https://www.lapor.go.id/laporan/detil/penanganan-pohon-rawan-tumbang-202503111310251741673425342,"Penanganan pohon rawan tumbang Jl. K. H. Achmad Dahlan Selasa, 14 Januari 2025Pukul : 08.53 WIB",,,
"11 Mar, 6:04",Penanganan pohon rawan tumbang,https://www.lapor.go.id/laporan/detil/penanganan-pohon-rawan-tumbang-202503111304031741673043926,"Penanganan pohon rawan tumbang Jl. Sinar kahayan lingkar luar Senin, 13 Januari 2025Pukul : 15.00 WIB",,,
"3 Feb, 6:35",Evakuasi monyet liar,https://www.lapor.go.id/laporan/detil/evakuasi-monyet-liar-202502031335231738564523710,"Evakuasi monyet liar Jl. Bukit raya No 99 Kamis, 02 Januari 2025Pukul : 08.32 WIB",Evakuasi/Penyelamatan Hewan,Segera,Bahaya Rendah
"3 Feb, 6:34",Evakuasi Cincin,https://www.lapor.go.id/laporan/detil/evakuasi-cincin-202502031334081738564448792,"Evakuasi Cincin Jl. Diponegoro (Dinas Pemadam Kebakaran dan Penyelamatan Kota Palangka Raya) Kamis, 02 Januari 2025Pukul : 22.00 WIB",Penyelamatan Non Hewan & Bantuan Teknis,Normal,Bahaya Rendah
"3 Feb, 6:32",Evakuasi pohon tumbang,https://www.lapor.go.id/laporan/detil/evakuasi-pohon-tumbang-202502031332311738564351439,"Evakuasi pohon tumbang Jl. Mutiara V gg. Terapu No.06 Kamis, 02 Januari 2025Pukul : 18.27 WIB",Penyelamatan Non Hewan & Bantuan Teknis,Normal,Bahaya Rendah
"3 Feb, 6:30",Penanganan pohon rawan tumbang,https://www.lapor.go.id/laporan/detil/penanganan-pohon-rawan-tumbang-202502031330261738564226441,"Penanganan pohon rawan tumbang Jl. Bukit Keminting VIII (wisma putri) Kamis, 02 Januari 2025Pukul : 13.50 WIB",,,
"3 Feb, 6:28",Evakuasi sarang tawon,https://www.lapor.go.id/laporan/detil/evakuasi-sarang-tawon-202502031328531738564133680,"Evakuasi sarang tawon Jl. Antang 1 no.38 Kamis, 02 Januari 2025Pukul : 11.17 WIB",Evakuasi/Penyelamatan Hewan,Segera,Bahaya Rendah
"3 Feb, 6:26",Penanganan pohon,https://www.lapor.go.id/laporan/detil/penanganan-pohon-202502031326531738564013508,"Penanganan pohon  Jl. Turi  Kamis, 02 Januari 2025Pukul : 08.38 WIB",,,
"3 Feb, 6:24",Penanganan pohon rawan tumbang,https://www.lapor.go.id/laporan/detil/penanganan-pohon-rawan-tumbang-202502031324461738563886394,"Penanganan pohon rawan tumbang Jl. Sesep Madu II (belakang kuburan muslimin pal 2 JKamis, 02 Januari 2025Pukul : 08.29 WIBu",,,
"3 Feb, 6:18",Evakuasi sarang tawon,https://www.lapor.go.id/laporan/detil/evakuasi-sarang-tawon-202502031318541738563534601,"Evakuasi sarang tawon Jl G Obos Sabtu, 04 Januari 2025Pukul : 23.02 WIB",Evakuasi/Penyelamatan Hewan,Segera,Bahaya Rendah
"3 Feb, 6:17",Penanganan orang terlantar,https://www.lapor.go.id/laporan/detil/penanganan-orang-terlantar-202502031317251738563445773,"Penanganan orang terlantar Jl. Brigjen Katamso Kamis, 02 Januari 2025Pukul : 10.06 WIB",,,
"3 Feb, 6:15",Penanganan pohon nangka terkena kabel,https://www.lapor.go.id/laporan/detil/penanganan-pohon-nangka-terkena-kabel-202502031315521738563352052,"Penanganan pohon nangka terkena kabel  Jl. Manunggal IV Mimggu, 22 Desember 2024Pukul : 09.40 WIB",,,
"3 Feb, 6:14",Penanganan pohon miring rawan tumbang,https://www.lapor.go.id/laporan/detil/penanganan-pohon-miring-rawan-tumbang-202502031314211738563261583,"Penanganan pohon miring rawan tumbang Jl. Lambung Mangkurat Jumat, 03 Januari 2025Pukul : 10.48 WIB",,,
"3 Feb, 6:10",Evakuasi sarang tawon,https://www.lapor.go.id/laporan/detil/evakuasi-sarang-tawon-202502031310351738563035754,"Evakuasi sarang tawon Jl. Hiu Putih Sabtu, 04 Januari 2025Pukul : 17.18 WIB",Evakuasi/Penyelamatan Hewan,Segera,Bahaya Rendah
"3 Feb, 6:08",Evakuasi mobil amblas,https://www.lapor.go.id/laporan/detil/evakuasi-mobil-amblas-202502031308421738562922714,"Evakuasi mobil amblas Jl. Manyar. X. KM. 8. Cilik Riwut Sabtu, 04 Januari 2025Pukul : 11.27 WIB",Penyelamatan Non Hewan & Bantuan Teknis,Normal,Bahaya Rendah
"3 Feb, 6:06",Evakuasi sarang tawon,https://www.lapor.go.id/laporan/detil/evakuasi-sarang-tawon-202502031306531738562813462,"Evakuasi sarang tawon Jl. G. Obos 20 GG. Lampang Rumah ujung dekat barak Sabtu, 04 Januari 2025Pukul : 09.12 WIB",Evakuasi/Penyelamatan Hewan,Segera,Bahaya Rendah
"3 Feb, 4:21",Evakuasi ular,https://www.lapor.go.id/laporan/detil/evakuasi-ular-202502031121511738556511236,"Evakuasi ular  Jl. Samratulangi, No 47 Rabu, 01 Januari 2025Pukul : 05.04 WIB",Evakuasi/Penyelamatan Hewan,Segera,Bahaya Rendah
"3 Feb, 4:20",Evakuasi ular,https://www.lapor.go.id/laporan/detil/evakuasi-ular-202502031120181738556418176,"Evakuasi ular Jl. Putri Junjung Buih Rabu, 01 Januari 2025Pukul : 23.46 WIB",Evakuasi/Penyelamatan Hewan,Segera,Bahaya Rendah
"3 Feb, 4:18",Evakuasi anjing,https://www.lapor.go.id/laporan/detil/evakuasi-anjing-202502031118511738556331765,"Evakuasi anjing Jl. Kapuas Jl. Kapuas Rabu, 01 Januari 2025Pukul : 21.05 WIB",Evakuasi/Penyelamatan Hewan,Segera,Bahaya Rendah
"3 Feb, 4:17",Memerlukan ambulan untuk pengantaran orang sakit,https://www.lapor.go.id/laporan/detil/memerlukan-ambulan-untuk-pengantaran-orang-sakit-202502031117181738556238411,"Memerlukan ambulan untuk pengantaran orang sakit Jl. Bakti I Rabu, 01 Januari 2025Pukul : 18.44 WIB",,,
"3 Feb, 4:15",Evakuasi ular,https://www.lapor.go.id/laporan/detil/evakuasi-ular-202502031115501738556150926,"Evakuasi ular Jl. Bukit Raya XVII A Rabu, 01 Januari 2025Pukul : 18.44 WIB",Evakuasi/Penyelamatan Hewan,Segera,Bahaya Rendah
"3 Feb, 4:14",Evakuasi mobil terperosok,https://www.lapor.go.id/laporan/detil/evakuasi-mobil-terperosok-202502031114001738556040766,"Evakuasi mobil terperosok  Jl. Bukit Indah Rabu, 01 Januari 2025Pukul : 16.24  WIB",Penyelamatan Non Hewan & Bantuan Teknis,Normal,Bahaya Rendah
"3 Feb, 4:12",Evakuasi sarang tawon,https://www.lapor.go.id/laporan/detil/evakuasi-sarang-tawon-202502031112331738555953727,"Evakuasi sarang tawon Jl. Tjilik Riwut sebelah Gereja Sion di samping kimia farma Rabu, 01 Januari 2025Pukul : 16.04 WIB",Evakuasi/Penyelamatan Hewan,Segera,Bahaya Rendah
"3 Feb, 4:10",Evakuasi ular,https://www.lapor.go.id/laporan/detil/evakuasi-ular-202502031110531738555853055,"Evakuasi ular Jl. Diponegoro Rabu, 01 Januari 2025Pukul : 15.54 WIB",Evakuasi/Penyelamatan Hewan,Segera,Bahaya Rendah
"3 Feb, 4:09",Evakuasi mobil terperosok,https://www.lapor.go.id/laporan/detil/evakuasi-mobil-terperosok-202502031109131738555753952,"Evakuasi mobil terperosok Jl.  Rabu, 01 Januari 2025Pukul : 11.58 WIB",Penyelamatan Non Hewan & Bantuan Teknis,Normal,Bahaya Rendah
"3 Feb, 4:07",Evakuasi sarang tawon,https://www.lapor.go.id/laporan/detil/evakuasi-sarang-tawon-202502031107321738555652597,"Evakuasi sarang tawonJl. Ratu Zaleha No.6  Rabu, 01 Januari 2025Pukul : 10.40 WIB",Evakuasi/Penyelamatan Hewan,Segera,Bahaya Rendah
"3 Feb, 4:03",Penanganan pohon nangka terkena kabel,https://www.lapor.go.id/laporan/detil/penanganan-pohon-nangka-terkena-kabel-202502031103511738555431439,"Penanganan pohon nangka terkena kabel : Jl. Manunggal IV Mimggu, 22 Desember 2024Pukul : 09.40 WIB",,,
"3 Feb, 4:02",Penanganan pohon,https://www.lapor.go.id/laporan/detil/penanganan-pohon-202502031102181738555338434,"Penanganan pohon PeJl. Pelatuk II, Tjilik Riwut Km.2,5anganan pohon Senin, 30 Desember 2024Pukul : 09.22 WIB",,,
"3 Feb, 3:59",Memerlukan Ambulance untuk Pengantaran Pasien,https://www.lapor.go.id/laporan/detil/memerlukan-ambulance-untuk-pengantaran-pasien-202502031059421738555182113,"Memerlukan Ambulance untuk Pengantaran Pasien Jl. Jalak VI No 064 Selasa, 31 Desember 2024Pukul : 07.27 WIB",,,
"3 Feb, 3:57",Evakuasi Sarang Tawon,https://www.lapor.go.id/laporan/detil/evakuasi-sarang-tawon-202502031057541738555074067,"Evakuasi Sarang Tawon Jl. Garuda V gang 4 No.22 Senin, 30 Desember 2024Pukul : 09.54 WIB",Evakuasi/Penyelamatan Hewan,Segera,Bahaya Rendah
"3 Feb, 3:55",Penanganan pohon nangka terkena kabel,https://www.lapor.go.id/laporan/detil/penanganan-pohon-nangka-terkena-kabel-202502031055561738554956620,"Penanganan pohon nangka terkena kabel Jl. Bakti 1 Senin, 30 Desember 2024Pukul : 09.22 WIB",,,
"3 Feb, 3:54",Evakuasi Cincin,https://www.lapor.go.id/laporan/detil/evakuasi-cincin-202502031054061738554846732,Evakuasi Cincin Jl. Diponegoro Dinas Pemadam Kebakaran dan Penyelematan Kota Palangka Raya,Penyelamatan Non Hewan & Bantuan Teknis,Normal,Bahaya Rendah
"3 Feb, 3:51",Penanganan pohon nangka terkena kabel,https://www.lapor.go.id/laporan/detil/penanganan-pohon-nangka-terkena-kabel-202502031051451738554705161,Penanganan pohon   terkena kabel Jl. Manunggal IV,,,
"3 Feb, 3:50",Evakuasi anjing liar memasuki toko warga,https://www.lapor.go.id/laporan/detil/evakuasi-anjing-liar-memasuki-toko-warga-202502031050241738554624660,Evakuasi anjing liar memasuki toko warga  Evakuasi anjing liar memasuki toko warga,Evakuasi/Penyelamatan Hewan,Segera,Bahaya Rendah
"3 Feb, 3:48",Evakuasi sarang tawon vespa,https://www.lapor.go.id/laporan/detil/evakuasi-sarang-tawon-vespa-202502031048091738554489323,"Evakuasi sarang tawon vespa : Jalan Strawberry 1B, blok 3",Evakuasi/Penyelamatan Hewan,Segera,Bahaya Rendah
"3 Feb, 3:45",: Evakuasi mobil amblas,https://www.lapor.go.id/laporan/detil/-evakuasi-mobil-amblas-202502031045241738554324808,Evakuasi mobil amblas Jl Ir Soekarno,Penyelamatan Non Hewan & Bantuan Teknis,Normal,Bahaya Rendah
"3 Feb, 3:34",Penanganan kebakaran,https://www.lapor.go.id/laporan/detil/penanganan-kebakaran-202502031034061738553646828,"Penanganan kebakaran, Jl. Ranying Suring",Kebakaran,Immediat,Bahaya Sedang
"3 Feb, 3:32",Memerlukan ambulan untuk pengantaran orang sakit,https://www.lapor.go.id/laporan/detil/memerlukan-ambulan-untuk-pengantaran-orang-sakit-202502031032071738553527317,Memerlukan ambulan untuk pengantaran orang sakit Jalan Bakti I,,,
"3 Feb, 3:30",Penanganan pohon yang menutupi lampu penerangan jalan,https://www.lapor.go.id/laporan/detil/penanganan-pohon-yang-menutupi-lampu-penerangan-jalan-202502031030081738553408267,Penanganan pohon yang menutupi lampu penerangan  Jl. Temanggung Tandang,Layanan Lingkungan & Fasilitas Umum,Normal,Bahaya Rendah
"3 Feb, 3:26",Penanganan pohon kelapa yang miring kearah rumah warga,https://www.lapor.go.id/laporan/detil/penanganan-pohon-kelapa-yang-miring-kearah-rumah-warga-202502031026281738553188713,"Penanganan pohon kelapa yang miring kearah rumah warga Jl. Pelatuk II, Tjilik Riwut Km.2,5",,,
"3 Jan, 7:02",Evakuasi sarang tawon,https://www.lapor.go.id/laporan/detil/evakuasi-sarang-tawon-202501031402581735887778353,"Evakuasi sarang tawon Jl. Bandeng No 02 Jumat, 29 November 2024",Evakuasi/Penyelamatan Hewan,Segera,Bahaya Rendah
"3 Jan, 7:00",Evakuasi pipa PDAM bocor,https://www.lapor.go.id/laporan/detil/evakuasi-pipa-pdam-bocor-202501031400181735887618463,"Evakuasi pipa PDAM bocor Jl. Tjilik Riwut depan Beringin 2 Senin, 23 Desember 2024",,,
"3 Jan, 6:46",Penanganan Orang Dengan Gangguan Jiwa (ODGJ),https://www.lapor.go.id/laporan/detil/penanganan-orang-dengan-gangguan-jiwa-odgj--202501031346111735886771292,"Penanganan Orang Dengan Gangguan Jiwa (ODGJ) Jl. Harum Manis  Senin, 30 Desember 2024",,,
"3 Jan, 6:44",Penanganan kebakaran,https://www.lapor.go.id/laporan/detil/penanganan-kebakaran-202501031344181735886658278,"Penanganan kebakaran Jl. Tampung Penyang I Minggu, 29 Desember 2024",Kebakaran,Immediat,Bahaya Sedang
"3 Jan, 6:41",Evakuasi sarang tawon,https://www.lapor.go.id/laporan/detil/evakuasi-sarang-tawon-202501031341341735886494884,"Evakuasi sarang tawon Jl. Simpang Mentaya No 21 Sabtu, 14 Desember 2024",Evakuasi/Penyelamatan Hewan,Segera,Bahaya Rendah
"3 Jan, 6:38",Evakuasi sarang tawon,https://www.lapor.go.id/laporan/detil/evakuasi-sarang-tawon-202501031338331735886313128,"Evakuasi sarang tawon Jl. Kariraman Sabtu, 28 Desember 2024",Evakuasi/Penyelamatan Hewan,Segera,Bahaya Rendah
"3 Jan, 6:37",Evakuasi sarang tawon,https://www.lapor.go.id/laporan/detil/evakuasi-sarang-tawon-202501031337061735886226046,"Evakuasi sarang tawon Jl. G obos VIII Minggu, 29 Desember 2024",Evakuasi/Penyelamatan Hewan,Segera,Bahaya Rendah
"3 Jan, 6:35",Evakuasi sarang tawon,https://www.lapor.go.id/laporan/detil/evakuasi-sarang-tawon-202501031335141735886114041,"Evakuasi sarang tawon Jl. Riau. Gang Sayur Minggu, 29 Desember 2024",Evakuasi/Penyelamatan Hewan,Segera,Bahaya Rendah
"3 Jan, 6:33",Penanganan kebakaran,https://www.lapor.go.id/laporan/detil/penanganan-kebakaran-202501031333151735885995165,"Penanganan kebakaran Jl. Banteng XXII Sabtu, 28 Desember 2024",Kebakaran,Immediat,Bahaya Sedang
"3 Jan, 6:31",Evakuasi sarang tawon,https://www.lapor.go.id/laporan/detil/evakuasi-sarang-tawon-202501031331311735885891804,"Evakuasi sarang tawon Jl. Pinguin I Sabtu, 28 Desember 2024",Evakuasi/Penyelamatan Hewan,Segera,Bahaya Rendah
"3 Jan, 6:29",Penanganan pohon pinang miring mengenai kabel listrik,https://www.lapor.go.id/laporan/detil/penanganan-pohon-pinang-miring-mengenai-kabel-listrik-202501031329121735885752868,"Penanganan pohon pinang miring mengenai kabel listrik Jl. Patma Raga Sabtu, 28 Desember 2024",,,
"3 Jan, 6:23",Evakuasi mobil amblas dalam kubangan air,https://www.lapor.go.id/laporan/detil/evakuasi-mobil-amblas-dalam-kubangan-air-202501031323391735885419637,"Evakuasi mobil amblas dalam kubangan air Jl. Badak XXII Sabtu, 28 Desember 2024",Penyelamatan Non Hewan & Bantuan Teknis,Normal,Bahaya Rendah
"3 Jan, 6:21",Penanganan kabel menjuntai,https://www.lapor.go.id/laporan/detil/penanganan-kabel-menjuntai-202501031321201735885280546,"Penanganan kabel menjuntai Jl. Dahlia (Komplek PCPR) Sabtu, 28 Desember 2024",,,
"1 Feb 2018, 2:11",Penerimaan PHL Damkar,https://www.lapor.go.id/laporan/detil/penerimaan-phl-damkar,"Kpd Yth. Pemprov DKI Jakarta
Saya ingin menanyakan, terkait penyelenggaraan seleksi PHL di Suku Dinas Penanggulangan Kebakaran dan Penyelamatan, Kota Administrasi Jakarta Selatan yang baru saja selesai dilaksanakan. Mohon berkenan penjelasannya : 1. Apakah dalam test fisik pada seleksi PHL seperti tersebut di atas memiliki batasan minimum bagi setiap peserta? 2. Jika memang terdapat batasan minimum terkait pencapaian tes fisik oleh peserta seleksi, mohon dijelaskan banyaknya jumlah minimal test fisik (lari & push-up). 3. Apabila seorang peserta tidak mencapai salah satu batasan jumlah minimal dalam test fisik yang dilalui apakah berpengaruh pada hasil akhir seleksi? 4. Apakah setiap peserta harus memenuhi nilai minimal dari banyaknya lari & push-up yang dilakukan untuk dapat lolos test fisik? 5. Jika tidak terdapat standar batasan minimal untuk menentukan lolos/tidaknya seorang peserta pada saat test fisik mohon dapat dijelaskan alasannya mengapa tidak ada standar minimal. Mohon berkenan responnya, sebagai bahan pembanding dengan pelaksanaan kegiatan di lapangan. Terima kasih",,,
"22 Apr 2017, 3:53",Hidrant Rusak di Jl. Melawai Raya,https://www.lapor.go.id/laporan/detil/hidrant-rusak-di-jl-melawai-raya,"Kepada Yth. Pemerintah Provinsi DKI Jakarta. Hidrant di depan kantor PT Sriwijaya Air, Jl Melawai Raya no 193 rusak setelah ada kecelakaan dan bocor. Terima kasih.",,,
"7 Nov 2013, 4:55",Permintaan Bantuan Untuk Korban Kebakaran di Matraman,https://www.lapor.go.id/laporan/detil/permintaan-bantuan-untuk-korban-kebakaran-di-matraman-1123906,"Yth Pemprov DKI Jakarta pada hari rabu pukul 23:30 telah terjadi kebakaran hebat di Jalan selamet riyadi 4, Kelurahan Kebon Manggis Kecamatan Matraman, tolong bantuannya untuk korban kebakaran di daerah kami. Terima kasih.",Kebakaran,Immediat,Bahaya Sedang
"28 Okt 2013, 06:16",Hydrant Di Jalan Susilo Rusak.,https://www.lapor.go.id/laporan/detil/hydrant-di-jalan-susilo-rusak-1113505,"Yth. Pemprov DKI Jakarta diharapkan perhatian dan tindaklanjutnya atas kondisi hydrant di Jl. Susilo, Jakarta Barat. tepatnya setelah tikungan dari Jl. Makaliwe yang mengalami kerusakan. Terima kasih",Layanan Lingkungan & Fasilitas Umum,Normal,Bahaya Rendah
"23 Sep 2013, 7:35",Kejanggalan Pembangunan Asrama Damkar di Cengkareng,https://www.lapor.go.id/laporan/detil/kejanggalan-pembangunan-asrama-damkar-di-cengkareng,"Kepada Yth Pemprov DKI Jakarta, saya ingin menginformasikan Rusun Damkar Cengkareng tidak sesuai dengan master plan karena seharusnya bentuk rumah, bukan Rusun. Kenapa harus dibangun bentuk Rusun untuk Asrama Damkar? Mohon penjelasannya. Terima kasih.",,,
"23 Sep 2013, 7:50",Banyak Mobil Menumpang Parkir di Halaman Kantor Sudin Kebakaran Jakarta Selatan,https://www.lapor.go.id/laporan/detil/banyak-mobil-menumpang-parkir-di-halaman-kantor-sudin-kebakaran-jakarta-selatan,"Yth. Pemprov DKI Jakarta. Kantor Sudin Kebakaran Jakarta Selatan yang terletak di Jl.Raya Cileduk (Dekat Pasar Cipulir), halamannya penuh sesak dengan mobil numpang parkir dari bengkel mobil di sebelahnya. Sehingga bila ada kebakaran, mobil pemadam kebakaran sulit keluar/masuk karena terhambat oleh mobil-mobil lain yang harusnya tidak boleh parkir disana. Mohon tegas terhadap bengkel tersebut. Terimakasih.",Kebakaran,Immediat,Bahaya Sedang
"23 Sep 2013, 7:44",Nomor Telepon Pemadam Kebakaran Kebon Jeruk Tidak Ada Yang Jawab,https://www.lapor.go.id/laporan/detil/nomor-telepon-pemadam-kebakaran-kebon-jeruk-tidak-ada-yang-jawab,"Yth. Pemprov DKI Jakarta. Nomor telepon pemadam kebakaran Kebon Jeruk tidak ada yang menjawab, sedangkan nomor telepon Tanjung Duren sibuk terus.",Kebakaran,Immediat,Bahaya Sedang
"30 Sep 2013, 5:03",Rumah Susun Yang Kumuh dan Tidak Berpenghuni,https://www.lapor.go.id/laporan/detil/rumah-susun-yang-kumuh-dan-tidak-berpenghuni,"Yth. Pemprov DKI Jakarta. Saya ingin melaporkan ada rumah susun yang tidak terawat dan kumuh di daerah Cendrawasih, Cengkareng, Jakarta Barat, dan sepertinya tidak berpenghuni. Saran saya, Pemerintah dapat merenovasi rumah susun tersebut agar berfungsi kembali sebagaimana semestinya. Terima kasih.",,,
"15 Jul 2013, 4:18",Pademangan Banjir Aktifitas Warga Tersendat,https://www.lapor.go.id/laporan/detil/pademangan-banjir-aktifitas-warga-tersendat,"Saya ingin melaporkan ,pademangan banjir tak ada hentinya,bagaimana penanggulangannya? sudah 3 hari tergenang banjir Warga rw 05 pademangan. Terima kasih.",Layanan Lingkungan & Fasilitas Umum,Normal,Bahaya Rendah
"15 Jul 2013, 1:54",Banjir di Daerah Pademangan Yang Tak Kunjung Surut,https://www.lapor.go.id/laporan/detil/banjir-di-daerah-pademangan-yang-tak-kunjung-surut,"Saya ingin menanyakan bagaimana ini di daerah Rajawali, industri, dan Pademangan banjir berkelanjutan tidak surut surut. Tidak ada nya tindak lanjut dari Pemprov DKI membuat warga tidak bisa melakukan kegiatan sehari hari dengan maksimal. Semoga ini bisa secepat nya di selesaikan oleh Pemprov DKI Jakarta. Terima kasih.",Layanan Lingkungan & Fasilitas Umum,Normal,Bahaya Rendah
